reviewId,userName,userImage,content,rating,thumbsUpCount,en_content,Funtionality,User Experience,Performance,Customer Support,Subscription,Feature Request
e62a6c9c-4f63-4ead-b743-3162e7726f6a,Nga Thắng,https://play-lh.googleusercontent.com/a-/AFdZucqyL8ATQs9Ni6ouXEEp7bhyjoZEyglo50ziCx1P,Trò chơi này cứ chơi được 10phut lại thoát ra,1,9,This game keeps playing for 10 minutes and then exits,0,0,1,0,0,0
20eb7d9d-fd63-4041-a18c-76449f527211,Екатерина Тиунова,https://play-lh.googleusercontent.com/a/AItbvmkXnXi0W7IfLXBO5SW71HGm9KicrgbX0nmG_Dqp=mo,"I love this game, it's not boring to double-check it, there are many different interesting clones, protective structures. And there are regular cool challenges. I only hope that you will add new levels!.",5,0,"I love this game, it's not boring to double-check it, there are many different interesting clones, protective structures. And there are regular cool challenges. I only hope that you will add new levels!.",1,1,0,0,0,1
6bb581c4-421f-4447-b85d-7bd6b5964c33,egle patron,https://play-lh.googleusercontent.com/a-/AFdZucp07FpvUyNoCcgpz56TnxT4iuRPaboJV3mdmMWdQQ,Запускаю рекламу в мене вона залагує почти пройшов уровень перезапускаю в мене весб процес уровня удаляється спасибо,1,14,"I run an ad, it freezes, the level is almost passed, I restart the vesb process, the level is deleted, thank you",0,0,1,1,0,0
963a8db9-7675-4d32-ad0e-a5fd9bbd77e0,hạnh võ,https://play-lh.googleusercontent.com/a/AItbvmn2DlLWJJ3mCPPBjrixlRFl-sDzorjXlA8WYAZt=mo,Game này rất vui và sống động anh em biết kiếm được thì chơi nha,5,0,"This game is very fun and lively, if you know how to earn, play it",0,1,0,0,0,0
a4aafe0f-45e1-4680-bde4-172cb73d7124,Daniela Abad López,https://play-lh.googleusercontent.com/a-/AFdZucqjoXOHZZz6klpBDrZ876pkPRCvy1oQx-Ldexf1vw,"Es bueno, lo malo es que el clon que sobrevive se muere de toda manera se muere, y lo malo es que cada nivel difícil tiene que poner una cápsula especial como una roja o amarilla y la fácil cápsula normal... También quiero que ponga más niveles como 1-30 o menos para que así sea más entretenido.",5,60,"It's good, the bad thing is that the clone that survives dies anyway, and the bad thing is that each difficult level has to put a special capsule like a red or yellow one and the easy normal capsule... I also want it to put more levels like 1-30 or less to make it more entertaining.",1,0,0,0,0,1
c0e7cf0f-13bf-426b-9591-ed66772f5f4e,Zian James,https://play-lh.googleusercontent.com/a/AItbvmnxu-kdyWyt9vRpwPZWPgBcB1TUD9AGjuPxuVhM=mo,i can't buy any creates when i have a lot of money please fix it,1,0,i can't buy any creates when i have a lot of money please fix it,0,0,0,1,1,0
8f063d61-3dd7-444b-95a1-cbec1035b78c,Caroline Sánchez,https://play-lh.googleusercontent.com/a/AItbvmlTHVt3H_4b937tAWR8xvzrf5Qa_U1rd2Hnam_K=mo,Me gusta el juego lo agradezco mucho pero pueden hacer una especie de campo de batalla ya conseguí a todos los alianzas pero agregen más alianzas pues 👍,5,0,I like the game I really appreciate it but you can make a kind of battlefield I already got all the alliances but add more alliances then 👍,0,0,0,0,0,1
5d31a075-5f84-44b4-a391-74e0faae194e,Rizky Rizky,https://play-lh.googleusercontent.com/a/AItbvmkAQghNjlW6DaJ3ft7-mnILdWT3fRgp24rf9R8j=mo,I got ban unban me I delete the game,1,0,I got ban unban me I delete the game,0,0,0,1,0,0
999da448-0b73-44d1-beb3-229a506e38d9,Romina Perez,https://play-lh.googleusercontent.com/a/AItbvmlLpA74wVVUyLQhAV-J-2TO2v1Pc2ChRrfJ0TbFdQ=mo,Está muy bueno me encanta la historia todo es muy bueno los gráficos también lo único malo es que son pocos niveles de la historia,5,2,It's very good I love the story everything is very good the graphics also the only bad thing is that there are few story levels,1,1,0,0,0,0
1f93f356-7145-4d35-ad43-7842999f330d,Kenken Bals,https://play-lh.googleusercontent.com/a/AItbvmkz0eG4Egs73TOgpLmAwjEARlgNYwLcs1QJyCJr=mo,i love thes game like a amey game its very nice,4,0,i love this game like a army game it's very nice,1,0,0,0,0,0
f8c1c28b-a24b-4f25-b735-9ffdec148c93,супер игрулька,https://play-lh.googleusercontent.com/a-/AFdZucpwRw5KIuwZSt0ot-_jPtZtmM-naW0bohJFcBvL,"Игра крутая, но донатная очень донатная.Сложно выбить кого нибудь нового.Подбор противником не равный.А так игра норм. И ещё хочется побольше уровней.",4,1,"The game is cool, but the donation is very donated. It is difficult to knock out someone new. The selection by the opponent is not equal. And I want more levels.",1,0,0,0,0,1
