reviewId,userName,userImage,content,rating,thumbsUpCount,Funtionality,User Experience,Performance,Customer Support,Subscription,Feature Request
e670f4fd-6451-4304-8bd9-930b0c6bebb8,Humpty Sharma,https://play-lh.googleusercontent.com/a-/AFdZucqC_D_hIT8nhrMntipUuVykVz9ltyRM63RWK9AAcI0,Good,5,0,,,,,,
2272f034-afb6-47a9-a745-59c452fd881b,CHAINARAM Amway,https://play-lh.googleusercontent.com/a-/AFdZucp_g4HizY3B8v_sKTBpFUASvmoa87NJYphYbYQ6-Q,Nice,5,0,,,,,,
61a8ea5c-91db-4c67-a920-fc0a354f6206,Kasimll Arif,https://play-lh.googleusercontent.com/a/AItbvmnbh-M2lE0lSi1WNuKihvusMcCMpxEGzWMMc7vd=mo,It's ok but still not work some times please upgrade a valuable process......,5,0,1,0,0,1,0,0
f0b10f29-9f77-4ef1-927a-0095ab260c9b,digambar nahak,https://play-lh.googleusercontent.com/a-/AFdZucrl-1JQR68sprNTaSjKifMk-PLIi7Y0PZd0PFsd,Nice aap,4,0,,,,,,
246c28e4-3ce9-4dc0-9626-054dbc39b1f4,Mustkeem Mustkeem,https://play-lh.googleusercontent.com/a/AItbvmnOJLZWyAY7UKkWGcl3AYosYvHOjNS_FgA0qmTp=mo,Mast aap very esy,5,0,0,1,0,0,0,0
41478ec5-d504-4c3b-b37f-29544baa8475,Satya Sai,https://play-lh.googleusercontent.com/a-/AFdZucpM9GgjlOxVrzFiLO8rS5qbcOAcu6GtqhNvIzOGgg,Good,4,0,,,,,,
f6ec924c-ade8-4497-adec-29b637fc4eac,pawan Prajapati,https://play-lh.googleusercontent.com/a-/AFdZucpw43VtNVS2ZAgKVWhbY4W066mstnjO9CX1OZ_PVf8,Nice,2,0,,,,,,
34a90240-19a8-42d1-9db6-3ffd2d582bec,Balwan Sumit,https://play-lh.googleusercontent.com/a/AItbvmnBYVLXezKsmwNx29zNBxv6LgeVEEHwKEGY7nBV=mo,Very good,5,0,,,,,,
b44e2c1d-24fa-4929-958b-26d0f61f4bca,PRUTHWIRAJ JAYASINGH,https://play-lh.googleusercontent.com/a/AItbvmlAba_rfXvqJdaXklxl6bRRH786X7PRnSjfb8V4SA=mo,I'm quiet happy,4,1,0,1,0,0,0,0
99f61855-3f4e-4b45-9c70-f3bcec6d9603,LASONGARA'S AUDIOVISUAL,https://play-lh.googleusercontent.com/a-/AFdZucqIn3axxIZkM9G5_0sMHCsT90mZqfPj9FWRklkodg,Plz remove add Software is more usable,5,0,0,1,0,0,0,0
3ce0bbae-bbb8-4817-90bd-9df41cbe1e39,Hemant Galav,https://play-lh.googleusercontent.com/a/AItbvmnc96T8YqHlobRP9iVdrRSMqb5pFWqrdCk1QkH7=mo,Fine,5,0,,,,,,
bfe690b3-107b-45fb-a881-fbccd19feaf6,Shivam Rai,https://play-lh.googleusercontent.com/a/AItbvmmhz8Xblr3_wf1mVOgL3udhAoU22OWO5Z1w-hxu=mo,Very good,5,0,,,,,,
625b32cb-568d-4037-bc0d-c1a8a1da5b25,Msm Lift,https://play-lh.googleusercontent.com/a-/AFdZucrlyOkzWwjuijaazdJEnAktsKFl1pVbRejfa6mGAw,Good,5,0,,,,,,
165af5f4-f534-4b28-9b57-2bff48d10426,suvendu bose,https://play-lh.googleusercontent.com/a-/AFdZucoXU5AcwOMhSPWQWr1DrrFjsu0LbIXnC6wY8Fh5,Pls remove ad,3,0,0,1,0,0,0,0
